date,total inflow,Cwz inflow,Cwz pond,Cwz Sw1 head,Cwz Sw2 head,sched,hrs sched,h/k,water used
4/13/2013," 4,794.00 "," 1,246.44 ", 931.28 ,327,116,0,,,0
4/14/2013," 4,345.00 "," 1,129.70 ", 933.70 ,331,116,0,,,0
4/15/2013," 3,956.00 "," 1,028.56 ", 932.58 ,330,115,1208,24,32.45218139,1551
4/16/2013," 3,606.00 ", 937.56 , 931.25 ,330,113,1208,24,32.20302836,1563
4/17/2013," 3,240.00 ", 842.40 , 929.69 ,331,112,1208,24,32.14133674,1566
4/18/2013," 3,111.00 ", 808.86 , 931.43 ,329,113,0,,,0
4/19/2013," 3,829.00 ", 995.54 , 930.23 ,331,114,1208,24,32.4103885,1553
4/20/2013," 3,925.00 "," 1,020.50 ", 932.42 ,330,114,0,,,0
4/21/2013," 3,860.00 "," 1,003.60 ", 934.56 ,332,116,0,,,0
4/22/2013," 3,812.00 ", 991.12 , 933.40 ,334,116,1208,24,32.81182095,1534
4/23/2013," 3,468.00 ", 901.68 , 932.03 ,332,115,1208,24,32.59930915,1544
4/24/2013," 3,463.00 ", 900.38 , 930.63 ,332,112,1208,24,32.18243819,1564
4/25/2013," 3,450.00 ", 897.00 , 932.56 ,330,113,0,,,0
4/26/2013," 3,674.00 ", 955.24 , 934.59 ,332,113,0,,,0
4/27/2013," 4,065.00 "," 1,056.90 ", 936.82 ,334,114,0,,,0
4/28/2013," 4,317.00 "," 1,122.42 ", 939.16 ,336,114,0,,,0
4/29/2013," 4,784.00 "," 1,243.84 ", 941.74 ,338,115,0,,,0
4/30/2013," 4,317.00 "," 1,122.42 ", 944.04 ,341,115,0,,,0
5/1/2013," 3,789.00 ", 985.14 , 946.04 ,343,115,0,,,0
5/2/2013," 3,471.00 ", 902.46 , 947.86 ,345,115,0,,,0
5/3/2013," 3,358.00 ", 873.08 , 949.62 ,347,114,0,,,0
5/4/2013," 3,877.00 "," 1,008.02 ", 951.62 ,349,114,0,,,0
5/5/2013," 4,257.00 "," 1,106.82 ", 953.81 ,349,116,0,,,0
5/6/2013," 4,705.00 "," 1,223.30 ", 956.21 ,353,117,0,,,0
5/7/2013," 5,206.00 "," 1,353.56 ", 958.83 ,355,115,0,,,0
5/8/2013," 5,162.00 "," 1,342.12 ", 961.42 ,358,114,0,,,0
5/9/2013," 5,264.00 "," 1,368.64 ", 964.03 ,361,115,0,,,0
5/10/2013," 5,280.00 "," 1,372.80 ", 966.63 ,364,116,0,,,0
5/11/2013," 5,379.00 "," 1,398.54 ", 969.25 ,366,115,0,,,0
5/12/2013," 5,305.00 "," 1,379.30 ", 971.81 ,368,114,0,,,0
5/13/2013," 5,153.00 "," 1,339.78 ", 974.27 ,371,114,0,,,0
5/14/2013," 4,555.00 "," 1,184.30 ", 973.80 ,373,113,1240,24,35.82986593,1442
5/15/2013," 3,839.00 ", 998.14 , 972.98 ,373,112,1240,24,35.78024007,1444
5/16/2013," 3,319.00 ", 862.94 , 971.90 ,372,112,1240,24,35.70605851,1447
5/17/2013," 3,514.00 ", 913.64 , 970.91 ,371,112,1240,24,35.60762692,1451
5/18/2013," 3,332.00 ", 866.32 , 972.51 ,370,113,0,,,0
5/19/2013," 2,955.00 ", 768.30 , 973.92 ,371,113,0,,,0
5/20/2013," 2,852.00 ", 741.52 , 972.63 ,373,113,1240,24,35.82986593,1442
5/21/2013," 3,131.00 ", 814.06 , 974.13 ,372,113,0,,,0
5/22/2013," 3,415.00 ", 887.90 , 975.75 ,373,112,0,,,0
5/23/2013," 3,299.00 ", 857.74 , 974.69 ,375,112,1240,24,35.87962963,1440
5/24/2013," 3,397.00 ", 883.22 , 973.67 ,373,112,1240,24,35.7307515,1446
5/25/2013," 2,997.00 ", 779.22 , 975.09 ,373,112,0,,,0
5/26/2013," 3,005.00 ", 781.30 , 976.51 ,375,113,0,,,0
5/27/2013," 3,835.00 ", 997.10 , 978.32 ,376,113,0,,,0
5/28/2013," 4,385.00 "," 1,140.10 ", 980.38 ,378,113,0,,,0
5/29/2013," 5,531.00 "," 1,438.06 ", 982.94 ,379,112,0,,,0
5/30/2013," 5,316.00 "," 1,382.16 ", 985.41 ,380,112,0,,,0
5/31/2013," 4,555.00 "," 1,184.30 ", 987.47 ,384,111,0,,,0
6/1/2013," 4,099.00 "," 1,065.74 ", 989.34 ,387,112,0,,,0
6/2/2013," 3,741.00 ", 972.66 , 991.03 ,388,112,0,,,0
6/3/2013," 3,480.00 ", 904.80 , 992.59 ,390,113,0,,,0
6/4/2013," 3,380.00 ", 878.80 , 994.11 ,393,114,0,,,0
6/5/2013," 3,321.00 ", 863.46 , 993.22 ,393,115,1240,24,37.54844961,1376
6/6/2013," 3,376.00 ", 877.76 , 992.36 ,392,115,1240,24,37.54844961,1376
6/7/2013," 3,098.00 ", 805.48 , 991.36 ,392,115,1240,24,37.54844961,1376
6/8/2013," 3,114.00 ", 809.64 , 992.76 ,390,115,0,,,0
6/9/2013," 2,290.00 ", 595.40 , 991.40 ,391,115,1240,24,37.35839961,1383
6/10/2013," 2,475.00 ", 643.50 , 990.12 ,391,115,1240,24,37.35839961,1383
6/11/2013," 2,542.00 ", 660.92 , 988.85 ,389,115,1240,24,37.35839961,1383
6/12/2013," 2,349.00 ", 610.74 , 989.92 ,388,115,0,,,0
6/13/2013," 2,187.00 ", 568.62 , 990.90 ,389,115,0,,,0
6/14/2013," 2,291.00 ", 595.66 , 991.93 ,391,114,0,,,0
6/15/2013," 2,053.00 ", 533.78 , 992.86 ,391,114,0,,,0
6/16/2013," 2,078.00 ", 540.28 , 993.78 ,392,114,0,,,0
6/17/2013," 2,021.00 ", 525.46 , 994.68 ,393,113,0,,,0
6/18/2013," 2,050.00 ", 533.00 , 995.60 ,394,114,0,,,0
6/19/2013," 1,898.00 ", 493.48 , 996.44 ,395,114,0,,,0
6/20/2013," 2,010.00 ", 522.60 , 997.33 ,396,113,0,,,0
6/21/2013," 1,910.00 ", 496.60 , 995.83 ,396,113,1240,24,37.63049284,1373
6/22/2013," 1,825.00 ", 474.50 , 996.64 ,395,114,0,,,0
6/23/2013," 1,829.00 ", 475.54 , 997.45 ,396,114,0,,,0
6/24/2013," 2,015.00 ", 523.90 , 998.34 ,397,114,0,,,0
6/25/2013," 2,056.00 ", 534.56 , 998.12 ,397,113,603,11,37.78195489,665
6/26/2013," 2,230.00 ", 579.80 , 996.78 ,396,115,1240,24,37.68538779,1371
6/27/2013," 1,883.00 ", 489.58 , 995.27 ,395,114,1240,24,37.57575758,1375
6/28/2013," 1,638.00 ", 425.88 , 993.64 ,395,113,1240,24,37.54844961,1376
6/29/2013," 1,650.00 ", 429.00 , 994.38 ,393,114,0,,,0
6/30/2013," 1,710.00 ", 444.60 , 993.99 ,392,114,603,11,37.5,670
7/1/2013," 1,568.00 ", 407.68 , 994.69 ,392,114,0,,,0
7/2/2013," 1,592.00 ", 413.92 , 994.25 ,394,113,603,11,37.5,670
7/3/2013," 1,548.00 ", 402.48 , 993.20 ,393,113,1238,22,37.32513266,1382
7/4/2013," 1,448.00 ", 376.48 , 993.85 ,391,113,0,,,0
7/5/2013," 1,352.00 ", 351.52 , 992.08 ,393,113,1238,22,37.32513266,1382
7/6/2013," 1,245.00 ", 323.70 , 992.64 ,392,112,0,,,0
7/7/2013," 1,294.00 ", 336.44 , 993.21 ,392,113,0,,,0
7/8/2013," 1,218.00 ", 316.68 , 993.11 ,392,114,0,,,0
7/9/2013," 1,148.00 ", 298.48 , 993.62 ,392,114,0,,,0
7/10/2013," 1,195.00 ", 310.70 , 994.16 ,393,115,0,,,0
7/11/2013," 1,205.00 ", 313.30 , 994.69 ,394,116,0,,,0
7/12/2013," 1,161.00 ", 301.86 , 995.21 ,395,118,0,,,0
7/13/2013," 1,162.00 ", 302.12 , 995.73 ,394,117,0,,,0
7/14/2013," 1,144.00 ", 297.44 , 996.23 ,395,117,0,,,0
7/15/2013," 1,074.00 ", 279.24 , 996.34 ,396,118,200,8,38.05175038,219
7/16/2013," 1,039.00 ", 270.14 , 996.42 ,395,117,200,8,37.87878788,220
7/17/2013," 1,091.00 ", 283.66 , 996.90 ,396,118,0,,,0
7/18/2013," 1,036.00 ", 269.36 , 996.59 ,397,117,416,16,38.17914831,454
7/19/2013," 1,052.00 ", 273.52 , 997.06 ,396,119,0,,,0
7/20/2013," 1,068.00 ", 277.68 , 997.53 ,396,119,0,,,0
7/21/2013," 1,043.00 ", 271.18 , 997.99 ,397,120,0,,,0
7/22/2013," 1,026.00 ", 266.76 , 998.44 ,399,119,0,,,0
7/23/2013," 1,012.00 ", 263.12 , 998.89 ,398,120,0,,,0
7/24/2013, 965.00 , 250.90 , 998.94 ,398,120,200,8,38.22629969,218
7/25/2013, 921.00 , 239.46 , 998.24 ,398,120,603,11,38.35877863,655
7/26/2013, 922.00 , 239.72 , 997.53 ,397,122,603,11,38.35877863,655
7/27/2013, 946.00 , 245.96 , 996.84 ,397,122,603,11,38.35877863,655
7/28/2013, 959.00 , 249.34 , 997.26 ,396,121,0,,,0
7/29/2013, 957.00 , 248.82 , 997.68 ,396,122,0,,,0
7/30/2013, 947.00 , 246.22 , 998.10 ,397,121,0,,,0
7/31/2013, 907.00 , 235.82 , 997.39 ,397,121,603,11,38.30030488,656
8/1/2013, 859.00 , 223.34 , 997.77 ,397,121,0,,,0
8/2/2013, 972.00 , 252.72 , 997.08 ,397,121,603,11,38.30030488,656
8/3/2013, 959.00 , 249.34 , 996.39 ,396,120,603,11,38.18389058,658
8/4/2013, 864.00 , 224.64 , 996.77 ,396,121,0,,,0
8/5/2013, 817.00 , 212.42 , 997.13 ,396,120,0,,,0
8/6/2013, 960.00 , 249.60 , 997.56 ,396,120,0,,,0
8/7/2013, 852.00 , 221.52 , 997.93 ,396,120,0,,,0
8/8/2013, 826.00 , 214.76 , 997.18 ,397,120,603,11,38.24200913,657
8/9/2013, 883.00 , 229.58 , 997.57 ,396,120,0,,,0
8/10/2013, 915.00 , 237.90 , 997.98 ,397,119,0,,,0
8/11/2013, 855.00 , 222.30 , 998.35 ,397,119,0,,,0
8/12/2013, 861.00 , 223.86 , 997.62 ,398,119,603,11,38.30030488,656
8/13/2013, 832.00 , 216.32 , 996.87 ,397,121,603,11,38.30030488,656
8/14/2013, 816.00 , 212.16 , 997.23 ,396,121,0,,,0
8/15/2013, 759.00 , 197.34 , 996.45 ,396,121,0,0,0,658
8/16/2013, 760.00 , 197.60 , 996.78 ,395,122,0,,,0
8/17/2013, 898.00 , 233.48 , 997.18 ,396,121,0,,,0
8/18/2013, 815.00 , 211.90 , 997.54 ,396,120,0,,,0
8/19/2013," 1,001.00 ", 260.26 , 996.87 ,397,120,603,11,38.24200913,657
8/20/2013, 758.00 , 197.08 , 996.08 ,396,121,603,11,38.18389058,658
8/21/2013, 802.00 , 208.52 , 995.31 ,396,119,603,11,38.12594841,659
8/22/2013, 781.00 , 203.06 , 994.53 ,394,120,603,11,37.95317221,662
8/23/2013, 758.00 , 197.08 , 994.87 ,394,120,0,,,0
8/24/2013, 771.00 , 200.46 , 995.21 ,394,120,0,,,0
8/25/2013, 720.00 , 187.20 , 995.53 ,394,120,0,,,0
8/26/2013, 754.00 , 196.04 , 995.86 ,395,119,0,,,0
8/27/2013, 769.00 , 199.94 , 996.20 ,394,118,0,,,0
8/28/2013, 771.00 , 200.46 , 995.41 ,395,118,603,11,37.95317221,662
8/29/2013," 1,068.00 ", 277.68 , 995.00 ,395,117,603,11,37.8959276,663
8/30/2013, 850.00 , 221.00 , 994.00 ,394,116,603,11,37.78195489,665
8/31/2013, 727.00 , 189.02 , 993.17 ,393,115,603,11,37.5,670
9/1/2013, 890.00 , 231.40 , 992.41 ,392,114,603,11,37.33283804,673
9/2/2013, 747.00 , 194.22 , 991.58 ,391,113,603,11,37.22222222,675
9/3/2013, 753.00 , 195.78 , 990.75 ,391,113,603,11,37.22222222,675
9/4/2013, 745.00 , 193.70 , 989.95 ,390,113,603,11,37.11225997,677
9/5/2013, 896.00 , 232.96 , 989.13 ,389,112,603,11,36.94852941,680
9/6/2013," 1,781.00 ", 463.06 , 988.75 ,389,111,603,11,36.89427313,681
9/7/2013," 1,110.00 ", 288.60 , 988.07 ,389,111,603,11,36.89427313,681
9/8/2013, 894.00 , 232.44 , 987.28 ,388,111,603,11,36.78623719,683
9/9/2013, 829.00 , 215.54 , 986.45 ,387,111,603,11,36.67883212,685
9/10/2013, 804.00 , 209.04 , 985.51 ,386,112,603,11,36.67883212,685
9/11/2013, 776.00 , 201.76 , 984.76 ,386,111,603,11,36.62536443,686
9/12/2013, 724.00 , 188.24 , 983.88 ,385,111,603,11,36.51889535,688
9/13/2013, 736.00 , 191.36 , 982.99 ,383,112,603,11,36.41304348,690
9/14/2013, 723.00 , 187.98 , 979.57 ,382,113,603,11,36.41304348,690
9/15/2013, 736.00 , 191.36 , 979.91 ,379,114,0,,,0
9/16/2013, 757.00 , 196.82 , 980.27 ,380,114,0,,,0
9/17/2013, 817.00 , 212.42 , 980.65 ,380,116,0,,,0
9/18/2013, 818.00 , 212.68 , 981.03 ,380,115,0,,,0
9/19/2013, 764.00 , 198.64 , 978.91 ,381,114,1206,22,36.38667632,1381
9/20/2013, 738.00 , 191.88 , 976.75 ,378,115,1206,22,36.22927181,1387
9/21/2013, 773.00 , 200.98 , 977.11 ,376,114,0,,,0
9/22/2013," 1,254.00 ", 326.04 , 977.70 ,376,113,0,,,0
9/23/2013," 1,426.00 ", 370.76 , 978.37 ,377,114,0,,,0
9/24/2013," 1,185.00 ", 308.10 , 978.90 ,378,113,0,,,0
9/25/2013," 1,016.00 ", 264.16 , 979.40 ,377,115,0,,,0
9/26/2013, 887.00 , 230.62 , 979.82 ,379,112,0,,,0
9/27/2013," 1,049.00 ", 272.74 , 980.31 ,379,113,0,,,0
9/28/2013," 4,303.00 "," 1,118.78 ", 982.31 ,380,115,0,,,0
9/29/2013," 8,436.00 "," 2,193.36 ", 983.02 ,381,114,1206,22,36.38667632,1381
9/30/2013," 11,493.00 "," 2,988.18 ", 978.71 ,381,116,1206,22,36.54545455,1375
10/1/2013," 8,577.00 "," 2,230.02 ", 990.50 ,378,115,0,,,0
10/2/2013," 5,885.00 "," 1,530.10 ", 990.81 ,388,115,1206,22,37.11225997,1354
10/3/2013," 4,352.00 "," 1,131.52 ", 990.43 ,390,114,1206,22,37.22222222,1350
10/4/2013," 3,387.00 ", 880.62 , 989.60 ,389,113,1206,22,37.03021371,1357
10/5/2013," 2,908.00 ", 756.08 , 988.55 ,389,112,1206,22,36.94852941,1360
10/6/2013," 2,419.00 ", 628.94 , 987.26 ,387,113,1206,22,36.84017595,1364
10/7/2013," 2,473.00 ", 642.98 , 986.00 ,387,114,1206,22,36.92138134,1361
10/8/2013," 2,528.00 ", 657.28 , 984.75 ,386,114,1206,22,36.84017595,1364
10/9/2013," 2,230.00 ", 579.80 , 983.36 ,384,115,1206,22,36.75932699,1367
10/10/2013," 1,753.00 ", 455.78 , 984.17 ,383,116,0,,,0
10/11/2013," 3,383.00 ", 879.58 , 985.72 ,383,115,0,,,0
10/12/2013," 1,889.00 ", 491.14 , 986.58 ,383,115,0,,,0
10/13/2013," 1,739.00 ", 452.14 , 987.38 ,385,117,0,,,0
10/14/2013," 1,621.00 ", 421.46 , 987.86 ,387,117,0,,,0
10/15/2013," 1,548.00 ", 402.48 , 988.57 ,387,118,0,,,0
10/16/2013," 1,540.00 ", 400.40 , 989.27 ,387,119,0,,,0
10/17/2013," 1,433.00 ", 372.58 , 989.92 ,388,119,0,,,0
10/18/2013," 1,379.00 ", 358.54 , 990.54 ,388,120,0,,,0
10/19/2013," 1,362.00 ", 354.12 , 991.15 ,390,119,0,,,0
10/20/2013," 1,352.00 ", 351.52 , 991.76 ,390,119,0,,,0
10/21/2013," 1,272.00 ", 330.72 , 991.61 ,390,119,377,7,37.49005569,419
10/22/2013," 1,271.00 ", 330.46 , 991.49 ,391,120,377,7,37.57974482,418
10/23/2013," 1,210.00 ", 314.60 , 989.71 ,390,119,1206,22,37.52800597,1339
10/24/2013," 1,083.00 ", 281.58 , 987.86 ,390,119,1206,22,37.52800597,1339
10/25/2013," 1,136.00 ", 295.36 , 985.99 ,387,119,1206,22,37.24981468,1349
10/26/2013," 1,128.00 ", 293.28 , 984.06 ,385,117,1206,22,36.94852941,1360
10/27/2013," 1,156.00 ", 300.56 , 984.64 ,383,118,0,,,0
10/28/2013," 1,096.00 ", 284.96 , 985.14 ,385,118,0,,,0
10/29/2013," 1,132.00 ", 294.32 , 983.25 ,385,117,1206,22,36.94852941,1360
10/30/2013, 893.00 , 232.18 , 981.25 ,383,119,1206,22,37.00294551,1358
10/31/2013," 1,158.00 ", 301.08 , 981.79 ,381,118,0,,,0
11/1/2013," 1,699.00 ", 441.74 , 980.13 ,381,118,1206,22,36.75932699,1367
11/2/2013," 1,932.00 ", 502.32 , 981.03 ,379,119,0,,,0
11/3/2013," 1,563.00 ", 406.38 , 981.75 ,380,120,0,,,0
11/4/2013," 1,308.00 ", 340.08 , 979.35 ,381,119,1206,22,36.81318681,1365
11/5/2013," 1,377.00 ", 358.02 , 979.99 ,378,120,0,,,0
11/6/2013," 1,445.00 ", 375.70 , 978.20 ,379,119,1206,22,36.65207877,1371
11/7/2013," 3,022.00 ", 785.72 , 979.61 ,377,120,0,,,0
11/8/2013," 3,256.00 ", 846.56 , 981.13 ,379,120,0,,,0
11/9/2013," 2,630.00 ", 683.80 , 979.91 ,380,120,1206,22,36.78623719,1366
11/10/2013," 2,349.00 ", 610.74 , 978.54 ,378,121,1206,22,36.67883212,1370
11/11/2013," 2,118.00 ", 550.68 , 979.53 ,378,120,0,,,0
11/12/2013," 2,146.00 ", 557.96 , 980.54 ,379,120,0,,,0
11/13/2013," 2,043.00 ", 531.18 , 981.49 ,380,120,0,,,0
11/14/2013," 2,134.00 ", 554.84 , 980.04 ,381,119,1206,22,36.67883212,1370
11/15/2013," 2,845.00 ", 739.70 , 978.91 ,379,119,1206,22,36.65207877,1371
11/16/2013," 2,480.00 ", 644.80 , 980.07 ,378,120,0,,,0
11/17/2013," 2,554.00 ", 664.04 , 981.26 ,380,120,0,,,0
11/18/2013," 4,625.00 "," 1,202.50 ", 983.40 ,380,122,0,,,0
11/19/2013," 9,397.00 "," 2,443.22 ", 987.71 ,382,123,0,,,0
11/20/2013," 6,804.00 "," 1,769.04 ", 988.47 ,387,123,1206,22,37.55605381,1338
11/21/2013," 4,900.00 "," 1,274.00 ", 988.36 ,388,124,1206,22,37.69692423,1333
11/22/2013," 3,983.00 "," 1,035.58 ", 987.84 ,388,124,1206,22,37.69692423,1333
11/23/2013," 3,331.00 ", 866.06 , 987.02 ,387,125,1206,22,37.64044944,1335
11/24/2013," 2,991.00 ", 777.66 , 988.38 ,386,124,0,,,0
11/25/2013," 2,671.00 ", 694.46 , 988.38 ,387,124,1206,22,37.58414361,1337
11/26/2013," 2,381.00 ", 619.06 , 985.99 ,387,123,1206,22,37.55605381,1338
11/27/2013," 2,316.00 ", 602.16 , 984.69 ,386,123,1206,22,37.47203579,1341
11/28/2013," 2,027.00 ", 527.02 , 983.23 ,384,122,1206,22,37.24981468,1349
11/29/2013," 1,982.00 ", 515.32 , 981.74 ,383,121,1206,22,37.11225997,1354
11/30/2013," 1,969.00 ", 511.94 , 980.21 ,381,120,1206,22,36.8672047,1363
12/1/2013," 6,354.00 "," 1,652.04 ", 983.17 ,379,119,0,,,0
12/2/2013," 8,800.00 "," 2,288.00 ", 987.21 ,382,119,0,,,0
12/3/2013," 5,660.00 "," 1,471.60 ", 989.23 ,386,118,0,,,0
12/4/2013," 4,496.00 "," 1,168.96 ", 988.92 ,388,117,1206,22,37.22222222,1350
12/5/2013," 3,744.00 ", 973.44 , 988.26 ,388,117,1206,22,37.22222222,1350
12/6/2013," 3,284.00 ", 853.84 , 987.38 ,387,116,1206,22,37.08487085,1355
12/7/2013," 2,874.00 ", 747.24 , 986.30 ,386,116,1206,22,37.00294551,1358
12/8/2013," 2,568.00 ", 667.68 , 985.09 ,386,116,1206,22,37.00294551,1358
12/9/2013," 2,457.00 ", 638.82 , 983.80 ,384,116,1206,22,36.81318681,1365
12/10/2013," 2,333.00 ", 606.58 , 982.45 ,383,117,1206,22,36.78623719,1366
12/11/2013," 2,220.00 ", 577.20 , 981.92 ,381,117,1206,22,36.67883212,1370
12/12/2013," 2,234.00 ", 580.84 , 979.62 ,380,118,1206,22,36.67883212,1370
12/13/2013," 2,166.00 ", 563.16 , 980.63 ,379,120,0,,,0
12/14/2013," 1,985.00 ", 516.10 , 981.55 ,379,121,0,,,0
12/15/2013," 1,951.00 ", 507.26 , 982.46 ,380,124,0,,,0
12/16/2013," 1,888.63 ", 491.04 , 980.92 ,382,123,1206,22,37.11225997,1354
12/17/2013," 1,706.63 ", 443.72 , 979.27 ,380,122,1206,22,36.89427313,1362
12/18/2013," 1,727.56 ", 449.17 , 977.61 ,379,124,1206,22,37.03021371,1357
12/19/2013," 1,551.49 ", 403.39 , 975.84 ,376,123,1206,22,36.75932699,1367
12/20/2013," 1,758.99 ", 457.34 , 974.20 ,374,124,1206,22,36.598689,1373
12/21/2013," 1,741.09 ", 452.68 , 972.50 ,374,122,1206,22,36.49237473,1377
12/22/2013," 2,003.68 ", 520.96 , 970.90 ,372,121,1206,22,36.25541126,1386
12/23/2013," 2,485.17 ", 646.14 , 969.50 ,370,119,1206,22,35.91851322,1399
12/24/2013," 2,443.00 ", 635.18 , 968.06 ,369,118,1206,22,35.73968706,1406
12/25/2013," 2,130.46 ", 553.92 , 964.89 ,367,117,1800,24,33.49709692,2239
12/26/2013," 1,911.00 ", 496.86 , 961.53 ,364,117,1800,24,33.1711632,2261
12/27/2013," 1,839.00 ", 478.14 , 959.69 ,361,117,1206,22,34.82328482,1443
12/28/2013," 1,778.00 ", 462.28 , 957.43 ,359,118,1206,22,34.79916898,1444
12/29/2013," 1,774.50 ", 461.37 , 958.68 ,357,118,1206,,,0
12/30/2013," 1,740.99 ", 452.66 , 956.75 ,358,118,1206,22,34.75103734,1446
12/31/2013," 1,657.76 ", 431.02 , 954.75 ,356,118,1206,22,34.63128877,1451
1/1/2014," 1,672.78 ", 434.92 , 955.57 ,354,118,0,,,0
1/2/2014," 1,632.16 ", 424.36 , 953.50 ,355,118,1206,22,34.55983494,1454
1/3/2014," 1,814.11 ", 471.67 , 951.48 ,353,116,1206,22,34.18367347,1470
1/4/2014," 1,645.89 ", 427.93 , 949.33 ,351,115,1206,22,33.90688259,1482
1/5/2014," 1,480.19 ", 384.85 , 945.28 ,349,115,1800,24,31.61888702,2372
1/6/2014," 1,431.16 ", 372.10 , 941.09 ,345,115,1800,24,31.34141245,2393
1/7/2014," 1,534.98 ", 399.09 , 938.74 ,340,116,1206,22,33.32228117,1508
1/8/2014," 2,082.71 ", 541.51 , 936.67 ,339,116,1206,22,33.25612177,1511
1/9/2014," 2,823.13 ", 734.01 , 938.16 ,335,117,0,,,0
1/10/2014," 3,911.94 "," 1,017.10 ", 939.53 ,336,117,0,,,0
1/11/2014," 6,638.36 "," 1,725.97 ", 943.04 ,338,117,0,,,0
1/12/2014," 7,201.86 "," 1,872.48 ", 946.81 ,342,117,0,,,0
1/13/2014," 7,157.69 "," 1,861.00 ", 950.49 ,345,116,0,,,0
1/14/2014," 6,389.56 "," 1,661.29 ", 951.80 ,349,115,802,18,33.99457443,983
1/15/2014," 5,253.93 "," 1,366.02 ", 952.52 ,351,116,802,18,34.20334357,977
1/16/2014," 4,405.12 "," 1,145.33 ", 952.82 ,351,120,802,18,34.37928669,972
1/17/2014," 3,876.77 "," 1,007.96 ", 950.86 ,352,121,802,18,34.52134986,968
1/18/2014," 3,506.45 ", 911.68 , 954.61 ,351,122,0,,,0
1/19/2014," 3,113.72 ", 809.57 , 954.27 ,353,124,802,18,34.84532499,959
1/20/2014," 2,930.27 ", 761.87 , 955.72 ,354,124,0,,,0
1/21/2014," 2,598.90 ", 675.71 , 955.12 ,355,123,802,18,34.95467225,956
1/22/2014," 2,506.91 ", 651.80 , 954.47 ,354,121,802,18,34.66459198,964
1/23/2014," 2,407.27 ", 625.89 , 955.65 ,353,121,0,,,0
1/24/2014," 2,191.29 ", 569.74 , 954.84 ,355,121,802,18,34.79453006,960.4
1/25/2014," 1,941.93 ", 504.90 , 953.89 ,354,122,802,18,34.73665974,962
1/26/2014," 1,887.13 ", 490.65 , 952.92 ,353,123,802,18,34.7728061,961
1/27/2014," 1,958.85 ", 509.30 , 951.98 ,352,123,802,18,34.70058844,963
1/28/2014," 2,035.83 ", 529.32 , 952.98 ,350,122,802,,,0
1/29/2014," 3,394.85 ", 882.66 , 954.67 ,351,121,0,,,0
1/30/2014," 3,332.89 ", 866.55 , 956.32 ,353,122,0,,,0
1/31/2014," 2,958.18 ", 769.13 , 957.77 ,356,121,0,,,0
2/1/2014," 2,803.04 ", 728.79 , 957.76 ,356,120,600,24,35.16174402,711
2/2/2014," 2,473.82 ", 643.19 , 957.59 ,357,120,600,24,35.21126761,710
2/3/2014," 2,245.11 ", 583.73 , 957.30 ,356,120,600,24,35.16174402,711
2/4/2014," 2,322.72 ", 603.91 , 957.04 ,356,118,600,24,35.0631136,713
2/5/2014, 314.34 , 81.73 , 953.43 ,356,119,1560,24,34.12073491,1905
2/6/2014," 3,345.49 ", 869.83 , 951.30 ,353,119,1560,24,33.87180823,1919
2/7/2014," 2,019.46 ", 525.06 , 948.45 ,350,120,1560,24,33.62648733,1933
2/8/2014," 2,060.05 ", 535.61 , 945.54 ,345,121,1560,24,33.26509724,1954
2/9/2014," 1,836.62 ", 477.52 , 942.46 ,343,121,1560,24,33.11258278,1963
2/10/2014," 2,024.58 ", 526.39 , 939.49 ,342,121,1560,24,33.04524657,1967
2/11/2014," 2,822.38 ", 733.82 , 936.78 ,339,121,1560,24,32.79515641,1982
2/12/2014," 5,711.31 "," 1,484.94 ", 936.02 ,336,122,1440,24,32.89473684,1824
2/13/2014," 5,957.62 "," 1,548.98 ", 934.30 ,335,122,1440,24,32.7510917,1832
2/14/2014," 6,109.20 "," 1,588.39 ", 933.72 ,333,120,1440,24,32.64417845,1838
2/15/2014," 7,380.92 "," 1,919.04 ", 933.84 ,333,120,1440,24,32.64417845,1838
2/16/2014," 8,265.05 "," 2,148.91 ", 934.44 ,331,122,1440,24,32.5203252,1845
2/17/2014," 8,969.90 "," 2,332.17 ", 939.29 ,334,122,0,,,0
2/18/2014," 9,604.62 "," 2,497.20 ", 944.38 ,339,122,0,,,0
2/19/2014," 8,784.93 "," 2,284.08 ", 948.95 ,344,122,0,,,0
2/20/2014," 7,062.62 "," 1,836.28 ", 952.56 ,349,122,0,,,0
2/21/2014," 5,465.78 "," 1,421.10 ", 951.86 ,352,121,1440,24,34.26613364,1751
2/22/2014," 4,478.52 "," 1,164.41 ", 950.64 ,350,121,1440,24,34.12969283,1758
2/23/2014," 4,148.45 "," 1,078.60 ", 949.21 ,349,120,1440,24,33.84094755,1773
2/24/2014," 3,986.18 "," 1,036.41 ", 947.67 ,346,119,1440,24,33.78378378,1776
2/25/2014," 3,587.56 ", 932.77 , 945.94 ,348,119,1440,24,33.93665158,1768
2/26/2014," 3,218.06 ", 836.70 , 943.95 ,344,118,1440,24,33.46346905,1793
2/27/2014," 2,973.22 ", 773.04 , 941.80 ,343,118,1440,24,33.38898164,1797
2/28/2014," 2,916.59 ", 758.31 , 939.59 ,341,118,1440,24,33.20420587,1807
3/1/2014," 2,830.16 ", 735.84 , 937.27 ,339,117,1440,24,32.87671233,1825
3/2/2014," 3,169.58 ", 824.09 , 935.09 ,336,117,1440,24,32.64417845,1838
3/3/2014," 5,933.52 "," 1,542.72 ", 934.37 ,334,118,1440,24,32.25806452,1860
